29, 27, 25, 23, 21, 19, 17, 15, 13, 11, 9, 7, 9, 11, 13, 15, 17, 19, 14, 12, 10, 8, 6, 22, 20, 18, 16, 14, 12, 10, 8, 6, 4, 18, 16, 14, 12, 10, 8, 6, 4, 2, 18, 16, 14, 12, 10, 8, 6, 4, 99999999, 18, 16, 14, 12, 10, 8, 6, 4, 2, 20, 18, 16, 14, 12, 10, 8, 6, 4, 22, 20, 18, 16, 14, 12, 10, 8, 6, 28, 26, 24, 22, 20, 18, 16, 14, 12, 10, 8, 22, 20, 
15, 13, 11, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 33, 35, 37, 16, 18, 20, 22, 24, 8, 6, 8, 10, 12, 14, 16, 18, 20, 22, 4, 6, 8, 10, 12, 14, 16, 18, 20, 2, 4, 6, 8, 10, 12, 14, 16, 18, 99999999, 4, 6, 8, 10, 12, 14, 16, 18, 2, 4, 6, 8, 10, 12, 14, 16, 18, 4, 6, 8, 10, 12, 14, 16, 18, 20, 10, 8, 6, 8, 10, 12, 14, 16, 18, 20, 22, 12, 14, 
17, 15, 13, 11, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 33, 35, 14, 16, 18, 20, 22, 10, 8, 6, 8, 10, 12, 14, 16, 18, 20, 6, 4, 6, 8, 10, 12, 14, 16, 18, 4, 2, 4, 6, 8, 10, 12, 14, 16, 4, 99999999, 4, 6, 8, 10, 12, 14, 16, 4, 2, 4, 6, 8, 10, 12, 14, 16, 6, 4, 6, 8, 10, 12, 14, 16, 18, 12, 10, 8, 6, 8, 10, 12, 14, 16, 18, 20, 10, 12, 
19, 17, 15, 13, 11, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 33, 12, 14, 16, 18, 20, 12, 10, 8, 6, 8, 10, 12, 14, 16, 18, 8, 6, 4, 6, 8, 10, 12, 14, 16, 6, 4, 2, 4, 6, 8, 10, 12, 14, 6, 4, 99999999, 4, 6, 8, 10, 12, 14, 6, 4, 2, 4, 6, 8, 10, 12, 14, 8, 6, 4, 6, 8, 10, 12, 14, 16, 14, 12, 10, 8, 6, 8, 10, 12, 14, 16, 18, 8, 10, 
21, 19, 17, 15, 13, 11, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 10, 12, 14, 16, 18, 14, 12, 10, 8, 6, 8, 10, 12, 14, 16, 10, 8, 6, 4, 6, 8, 10, 12, 14, 8, 6, 4, 2, 4, 6, 8, 10, 12, 8, 6, 4, 99999999, 4, 6, 8, 10, 12, 8, 6, 4, 2, 4, 6, 8, 10, 12, 10, 8, 6, 4, 6, 8, 10, 12, 14, 16, 14, 12, 10, 8, 6, 8, 10, 12, 14, 16, 10, 8, 
23, 21, 19, 17, 15, 13, 11, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 8, 10, 12, 14, 16, 16, 14, 12, 10, 8, 6, 8, 10, 12, 14, 12, 10, 8, 6, 4, 6, 8, 10, 12, 10, 8, 6, 4, 2, 4, 6, 8, 10, 10, 8, 6, 4, 99999999, 4, 6, 8, 10, 10, 8, 6, 4, 2, 4, 6, 8, 10, 12, 10, 8, 6, 4, 6, 8, 10, 12, 18, 16, 14, 12, 10, 8, 6, 8, 10, 12, 14, 12, 10, 
25, 23, 21, 19, 17, 15, 13, 11, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 10, 8, 10, 12, 14, 18, 16, 14, 12, 10, 8, 6, 8, 10, 12, 14, 12, 10, 8, 6, 4, 6, 8, 10, 12, 10, 8, 6, 4, 2, 4, 6, 8, 12, 10, 8, 6, 4, 99999999, 4, 6, 8, 12, 10, 8, 6, 4, 2, 4, 6, 8, 14, 12, 10, 8, 6, 4, 6, 8, 10, 20, 18, 16, 14, 12, 10, 8, 6, 8, 10, 12, 14, 12, 
27, 25, 23, 21, 19, 17, 15, 13, 11, 9, 11, 13, 15, 17, 19, 21, 23, 25, 12, 10, 8, 10, 12, 20, 18, 16, 14, 12, 10, 8, 6, 8, 10, 16, 14, 12, 10, 8, 6, 4, 6, 8, 14, 12, 10, 8, 6, 4, 2, 4, 6, 14, 12, 10, 8, 6, 4, 99999999, 4, 6, 14, 12, 10, 8, 6, 4, 2, 4, 6, 16, 14, 12, 10, 8, 6, 4, 6, 8, 22, 20, 18, 16, 14, 12, 10, 8, 6, 8, 10, 16, 14, 
29, 27, 25, 23, 21, 19, 17, 15, 13, 11, 9, 11, 13, 15, 17, 19, 21, 23, 14, 12, 10, 8, 10, 22, 20, 18, 16, 14, 12, 10, 8, 6, 8, 18, 16, 14, 12, 10, 8, 6, 4, 6, 16, 14, 12, 10, 8, 6, 4, 2, 4, 16, 14, 12, 10, 8, 6, 4, 99999999, 4, 16, 14, 12, 10, 8, 6, 4, 2, 4, 18, 16, 14, 12, 10, 8, 6, 4, 6, 24, 22, 20, 18, 16, 14, 12, 10, 8, 6, 8, 18, 16, 
31, 29, 27, 25, 23, 21, 19, 17, 15, 13, 11, 9, 11, 13, 15, 17, 19, 21, 16, 14, 12, 10, 8, 24, 22, 20, 18, 16, 14, 12, 10, 8, 6, 20, 18, 16, 14, 12, 10, 8, 6, 4, 18, 16, 14, 12, 10, 8, 6, 4, 2, 18, 16, 14, 12, 10, 8, 6, 4, 99999999, 18, 16, 14, 12, 10, 8, 6, 4, 2, 20, 18, 16, 14, 12, 10, 8, 6, 4, 26, 24, 22, 20, 18, 16, 14, 12, 10, 8, 6, 20, 18, 
17, 15, 13, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 33, 35, 37, 39, 18, 20, 22, 24, 26, 10, 8, 10, 12, 14, 16, 18, 20, 22, 24, 6, 8, 10, 12, 14, 16, 18, 20, 22, 4, 6, 8, 10, 12, 14, 16, 18, 20, 2, 4, 6, 8, 10, 12, 14, 16, 18, 99999999, 4, 6, 8, 10, 12, 14, 16, 18, 2, 4, 6, 8, 10, 12, 14, 16, 18, 8, 6, 4, 6, 8, 10, 12, 14, 16, 18, 20, 10, 12, 
19, 17, 15, 13, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 33, 35, 37, 16, 18, 20, 22, 24, 12, 10, 8, 10, 12, 14, 16, 18, 20, 22, 8, 6, 8, 10, 12, 14, 16, 18, 20, 6, 4, 6, 8, 10, 12, 14, 16, 18, 4, 2, 4, 6, 8, 10, 12, 14, 16, 4, 99999999, 4, 6, 8, 10, 12, 14, 16, 4, 2, 4, 6, 8, 10, 12, 14, 16, 10, 8, 6, 4, 6, 8, 10, 12, 14, 16, 18, 8, 10, 
21, 19, 17, 15, 13, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 33, 35, 14, 16, 18, 20, 22, 14, 12, 10, 8, 10, 12, 14, 16, 18, 20, 10, 8, 6, 8, 10, 12, 14, 16, 18, 8, 6, 4, 6, 8, 10, 12, 14, 16, 6, 4, 2, 4, 6, 8, 10, 12, 14, 6, 4, 99999999, 4, 6, 8, 10, 12, 14, 6, 4, 2, 4, 6, 8, 10, 12, 14, 12, 10, 8, 6, 4, 6, 8, 10, 12, 14, 16, 6, 8, 
23, 21, 19, 17, 15, 13, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 33, 12, 14, 16, 18, 20, 16, 14, 12, 10, 8, 10, 12, 14, 16, 18, 12, 10, 8, 6, 8, 10, 12, 14, 16, 10, 8, 6, 4, 6, 8, 10, 12, 14, 8, 6, 4, 2, 4, 6, 8, 10, 12, 8, 6, 4, 99999999, 4, 6, 8, 10, 12, 8, 6, 4, 2, 4, 6, 8, 10, 12, 14, 12, 10, 8, 6, 4, 6, 8, 10, 12, 14, 8, 6, 
25, 23, 21, 19, 17, 15, 13, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 10, 12, 14, 16, 18, 18, 16, 14, 12, 10, 8, 10, 12, 14, 16, 14, 12, 10, 8, 6, 8, 10, 12, 14, 12, 10, 8, 6, 4, 6, 8, 10, 12, 10, 8, 6, 4, 2, 4, 6, 8, 10, 10, 8, 6, 4, 99999999, 4, 6, 8, 10, 10, 8, 6, 4, 2, 4, 6, 8, 10, 16, 14, 12, 10, 8, 6, 4, 6, 8, 10, 12, 10, 8, 
27, 25, 23, 21, 19, 17, 15, 13, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 12, 10, 12, 14, 16, 20, 18, 16, 14, 12, 10, 8, 10, 12, 14, 16, 14, 12, 10, 8, 6, 8, 10, 12, 14, 12, 10, 8, 6, 4, 6, 8, 10, 12, 10, 8, 6, 4, 2, 4, 6, 8, 12, 10, 8, 6, 4, 99999999, 4, 6, 8, 12, 10, 8, 6, 4, 2, 4, 6, 8, 18, 16, 14, 12, 10, 8, 6, 4, 6, 8, 10, 12, 10, 
29, 27, 25, 23, 21, 19, 17, 15, 13, 11, 13, 15, 17, 19, 21, 23, 25, 27, 14, 12, 10, 12, 14, 22, 20, 18, 16, 14, 12, 10, 8, 10, 12, 18, 16, 14, 12, 10, 8, 6, 8, 10, 16, 14, 12, 10, 8, 6, 4, 6, 8, 14, 12, 10, 8, 6, 4, 2, 4, 6, 14, 12, 10, 8, 6, 4, 99999999, 4, 6, 14, 12, 10, 8, 6, 4, 2, 4, 6, 20, 18, 16, 14, 12, 10, 8, 6, 4, 6, 8, 14, 12, 
31, 29, 27, 25, 23, 21, 19, 17, 15, 13, 11, 13, 15, 17, 19, 21, 23, 25, 16, 14, 12, 10, 12, 24, 22, 20, 18, 16, 14, 12, 10, 8, 10, 20, 18, 16, 14, 12, 10, 8, 6, 8, 18, 16, 14, 12, 10, 8, 6, 4, 6, 16, 14, 12, 10, 8, 6, 4, 2, 4, 16, 14, 12, 10, 8, 6, 4, 99999999, 4, 16, 14, 12, 10, 8, 6, 4, 2, 4, 22, 20, 18, 16, 14, 12, 10, 8, 6, 4, 6, 16, 14, 
33, 31, 29, 27, 25, 23, 21, 19, 17, 15, 13, 11, 13, 15, 17, 19, 21, 23, 18, 16, 14, 12, 10, 26, 24, 22, 20, 18, 16, 14, 12, 10, 8, 22, 20, 18, 16, 14, 12, 10, 8, 6, 20, 18, 16, 14, 12, 10, 8, 6, 4, 18, 16, 14, 12, 10, 8, 6, 4, 2, 18, 16, 14, 12, 10, 8, 6, 4, 99999999, 18, 16, 14, 12, 10, 8, 6, 4, 2, 24, 22, 20, 18, 16, 14, 12, 10, 8, 6, 4, 18, 16, 
19, 17, 15, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 33, 35, 37, 39, 41, 20, 22, 24, 26, 28, 12, 10, 12, 14, 16, 18, 20, 22, 24, 26, 8, 10, 12, 14, 16, 18, 20, 22, 24, 6, 8, 10, 12, 14, 16, 18, 20, 22, 4, 6, 8, 10, 12, 14, 16, 18, 20, 2, 4, 6, 8, 10, 12, 14, 16, 18, 99999999, 4, 6, 8, 10, 12, 14, 16, 18, 6, 4, 2, 4, 6, 8, 10, 12, 14, 16, 18, 8, 10, 
21, 19, 17, 15, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 33, 35, 37, 39, 18, 20, 22, 24, 26, 14, 12, 10, 12, 14, 16, 18, 20, 22, 24, 10, 8, 10, 12, 14, 16, 18, 20, 22, 8, 6, 8, 10, 12, 14, 16, 18, 20, 6, 4, 6, 8, 10, 12, 14, 16, 18, 4, 2, 4, 6, 8, 10, 12, 14, 16, 4, 99999999, 4, 6, 8, 10, 12, 14, 16, 8, 6, 4, 2, 4, 6, 8, 10, 12, 14, 16, 6, 8, 
23, 21, 19, 17, 15, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 33, 35, 37, 16, 18, 20, 22, 24, 16, 14, 12, 10, 12, 14, 16, 18, 20, 22, 12, 10, 8, 10, 12, 14, 16, 18, 20, 10, 8, 6, 8, 10, 12, 14, 16, 18, 8, 6, 4, 6, 8, 10, 12, 14, 16, 6, 4, 2, 4, 6, 8, 10, 12, 14, 6, 4, 99999999, 4, 6, 8, 10, 12, 14, 10, 8, 6, 4, 2, 4, 6, 8, 10, 12, 14, 4, 6, 
25, 23, 21, 19, 17, 15, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 33, 35, 14, 16, 18, 20, 22, 18, 16, 14, 12, 10, 12, 14, 16, 18, 20, 14, 12, 10, 8, 10, 12, 14, 16, 18, 12, 10, 8, 6, 8, 10, 12, 14, 16, 10, 8, 6, 4, 6, 8, 10, 12, 14, 8, 6, 4, 2, 4, 6, 8, 10, 12, 8, 6, 4, 99999999, 4, 6, 8, 10, 12, 12, 10, 8, 6, 4, 2, 4, 6, 8, 10, 12, 6, 4, 
27, 25, 23, 21, 19, 17, 15, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 33, 12, 14, 16, 18, 20, 20, 18, 16, 14, 12, 10, 12, 14, 16, 18, 16, 14, 12, 10, 8, 10, 12, 14, 16, 14, 12, 10, 8, 6, 8, 10, 12, 14, 12, 10, 8, 6, 4, 6, 8, 10, 12, 10, 8, 6, 4, 2, 4, 6, 8, 10, 10, 8, 6, 4, 99999999, 4, 6, 8, 10, 14, 12, 10, 8, 6, 4, 2, 4, 6, 8, 10, 8, 6, 
29, 27, 25, 23, 21, 19, 17, 15, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 14, 12, 14, 16, 18, 22, 20, 18, 16, 14, 12, 10, 12, 14, 16, 18, 16, 14, 12, 10, 8, 10, 12, 14, 16, 14, 12, 10, 8, 6, 8, 10, 12, 14, 12, 10, 8, 6, 4, 6, 8, 10, 12, 10, 8, 6, 4, 2, 4, 6, 8, 12, 10, 8, 6, 4, 99999999, 4, 6, 8, 16, 14, 12, 10, 8, 6, 4, 2, 4, 6, 8, 10, 8, 
31, 29, 27, 25, 23, 21, 19, 17, 15, 13, 15, 17, 19, 21, 23, 25, 27, 29, 16, 14, 12, 14, 16, 24, 22, 20, 18, 16, 14, 12, 10, 12, 14, 20, 18, 16, 14, 12, 10, 8, 10, 12, 18, 16, 14, 12, 10, 8, 6, 8, 10, 16, 14, 12, 10, 8, 6, 4, 6, 8, 14, 12, 10, 8, 6, 4, 2, 4, 6, 14, 12, 10, 8, 6, 4, 99999999, 4, 6, 18, 16, 14, 12, 10, 8, 6, 4, 2, 4, 6, 12, 10, 
33, 31, 29, 27, 25, 23, 21, 19, 17, 15, 13, 15, 17, 19, 21, 23, 25, 27, 18, 16, 14, 12, 14, 26, 24, 22, 20, 18, 16, 14, 12, 10, 12, 22, 20, 18, 16, 14, 12, 10, 8, 10, 20, 18, 16, 14, 12, 10, 8, 6, 8, 18, 16, 14, 12, 10, 8, 6, 4, 6, 16, 14, 12, 10, 8, 6, 4, 2, 4, 16, 14, 12, 10, 8, 6, 4, 99999999, 4, 20, 18, 16, 14, 12, 10, 8, 6, 4, 2, 4, 14, 12, 
35, 33, 31, 29, 27, 25, 23, 21, 19, 17, 15, 13, 15, 17, 19, 21, 23, 25, 20, 18, 16, 14, 12, 28, 26, 24, 22, 20, 18, 16, 14, 12, 10, 24, 22, 20, 18, 16, 14, 12, 10, 8, 22, 20, 18, 16, 14, 12, 10, 8, 6, 20, 18, 16, 14, 12, 10, 8, 6, 4, 18, 16, 14, 12, 10, 8, 6, 4, 2, 18, 16, 14, 12, 10, 8, 6, 4, 99999999, 22, 20, 18, 16, 14, 12, 10, 8, 6, 4, 2, 16, 14, 
17, 17, 17, 19, 21, 23, 25, 27, 29, 31, 33, 35, 37, 39, 41, 43, 45, 47, 26, 28, 30, 32, 34, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 14, 16, 18, 20, 22, 24, 26, 28, 30, 12, 14, 16, 18, 20, 22, 24, 26, 28, 10, 12, 14, 16, 18, 20, 22, 24, 26, 8, 10, 12, 14, 16, 18, 20, 22, 24, 6, 8, 10, 12, 14, 16, 18, 20, 22, 99999999, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 10, 12, 
19, 17, 15, 17, 19, 21, 23, 25, 27, 29, 31, 33, 35, 37, 39, 41, 43, 45, 24, 26, 28, 30, 32, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 12, 14, 16, 18, 20, 22, 24, 26, 28, 10, 12, 14, 16, 18, 20, 22, 24, 26, 8, 10, 12, 14, 16, 18, 20, 22, 24, 6, 8, 10, 12, 14, 16, 18, 20, 22, 4, 6, 8, 10, 12, 14, 16, 18, 20, 4, 99999999, 2, 6, 8, 10, 12, 14, 16, 18, 20, 8, 10, 
21, 19, 17, 15, 17, 19, 21, 23, 25, 27, 29, 31, 33, 35, 37, 39, 41, 43, 22, 24, 26, 28, 30, 14, 12, 14, 16, 18, 20, 22, 24, 26, 28, 10, 12, 14, 16, 18, 20, 22, 24, 26, 8, 10, 12, 14, 16, 18, 20, 22, 24, 6, 8, 10, 12, 14, 16, 18, 20, 22, 4, 6, 8, 10, 12, 14, 16, 18, 20, 2, 4, 6, 8, 10, 12, 14, 16, 18, 6, 2, 99999999, 4, 6, 8, 10, 12, 14, 16, 18, 6, 8, 
23, 21, 19, 17, 15, 17, 19, 21, 23, 25, 27, 29, 31, 33, 35, 37, 39, 41, 20, 22, 24, 26, 28, 16, 14, 12, 14, 16, 18, 20, 22, 24, 26, 12, 10, 12, 14, 16, 18, 20, 22, 24, 10, 8, 10, 12, 14, 16, 18, 20, 22, 8, 6, 8, 10, 12, 14, 16, 18, 20, 6, 4, 6, 8, 10, 12, 14, 16, 18, 4, 2, 4, 6, 8, 10, 12, 14, 16, 8, 6, 4, 99999999, 4, 6, 8, 10, 12, 14, 16, 4, 6, 
25, 23, 21, 19, 17, 15, 17, 19, 21, 23, 25, 27, 29, 31, 33, 35, 37, 39, 18, 20, 22, 24, 26, 18, 16, 14, 12, 14, 16, 18, 20, 22, 24, 14, 12, 10, 12, 14, 16, 18, 20, 22, 12, 10, 8, 10, 12, 14, 16, 18, 20, 10, 8, 6, 8, 10, 12, 14, 16, 18, 8, 6, 4, 6, 8, 10, 12, 14, 16, 6, 4, 2, 4, 6, 8, 10, 12, 14, 10, 8, 6, 4, 99999999, 4, 6, 8, 10, 12, 14, 2, 4, 
27, 25, 23, 21, 19, 17, 15, 17, 19, 21, 23, 25, 27, 29, 31, 33, 35, 37, 16, 18, 20, 22, 24, 20, 18, 16, 14, 12, 14, 16, 18, 20, 22, 16, 14, 12, 10, 12, 14, 16, 18, 20, 14, 12, 10, 8, 10, 12, 14, 16, 18, 12, 10, 8, 6, 8, 10, 12, 14, 16, 10, 8, 6, 4, 6, 8, 10, 12, 14, 8, 6, 4, 2, 4, 6, 8, 10, 12, 12, 10, 8, 6, 4, 99999999, 4, 6, 8, 10, 12, 4, 2, 
29, 27, 25, 23, 21, 19, 17, 15, 17, 19, 21, 23, 25, 27, 29, 31, 33, 35, 14, 16, 18, 20, 22, 22, 20, 18, 16, 14, 12, 14, 16, 18, 20, 18, 16, 14, 12, 10, 12, 14, 16, 18, 16, 14, 12, 10, 8, 10, 12, 14, 16, 14, 12, 10, 8, 6, 8, 10, 12, 14, 12, 10, 8, 6, 4, 6, 8, 10, 12, 10, 8, 6, 4, 2, 4, 6, 8, 10, 14, 12, 10, 8, 6, 4, 99999999, 4, 6, 8, 10, 6, 4, 
31, 29, 27, 25, 23, 21, 19, 17, 15, 17, 19, 21, 23, 25, 27, 29, 31, 33, 16, 14, 16, 18, 20, 24, 22, 20, 18, 16, 14, 12, 14, 16, 18, 20, 18, 16, 14, 12, 10, 12, 14, 16, 18, 16, 14, 12, 10, 8, 10, 12, 14, 16, 14, 12, 10, 8, 6, 8, 10, 12, 14, 12, 10, 8, 6, 4, 6, 8, 10, 12, 10, 8, 6, 4, 2, 4, 6, 8, 16, 14, 12, 10, 8, 6, 4, 99999999, 4, 6, 8, 8, 6, 
33, 31, 29, 27, 25, 23, 21, 19, 17, 15, 17, 19, 21, 23, 25, 27, 29, 31, 18, 16, 14, 16, 18, 26, 24, 22, 20, 18, 16, 14, 12, 14, 16, 22, 20, 18, 16, 14, 12, 10, 12, 14, 20, 18, 16, 14, 12, 10, 8, 10, 12, 18, 16, 14, 12, 10, 8, 6, 8, 10, 16, 14, 12, 10, 8, 6, 4, 6, 8, 14, 12, 10, 8, 6, 4, 2, 4, 6, 18, 16, 14, 12, 10, 8, 6, 4, 99999999, 4, 6, 10, 8, 
35, 33, 31, 29, 27, 25, 23, 21, 19, 17, 15, 17, 19, 21, 23, 25, 27, 29, 20, 18, 16, 14, 16, 28, 26, 24, 22, 20, 18, 16, 14, 12, 14, 24, 22, 20, 18, 16, 14, 12, 10, 12, 22, 20, 18, 16, 14, 12, 10, 8, 10, 20, 18, 16, 14, 12, 10, 8, 6, 8, 18, 16, 14, 12, 10, 8, 6, 4, 6, 16, 14, 12, 10, 8, 6, 4, 2, 4, 20, 18, 16, 14, 12, 10, 8, 6, 4, 99999999, 4, 12, 10, 
37, 35, 33, 31, 29, 27, 25, 23, 21, 19, 17, 15, 17, 19, 21, 23, 25, 27, 22, 20, 18, 16, 14, 30, 28, 26, 24, 22, 20, 18, 16, 14, 12, 26, 24, 22, 20, 18, 16, 14, 12, 10, 24, 22, 20, 18, 16, 14, 12, 10, 8, 22, 20, 18, 16, 14, 12, 10, 8, 6, 20, 18, 16, 14, 12, 10, 8, 6, 4, 18, 16, 14, 12, 10, 8, 6, 4, 2, 22, 20, 18, 16, 14, 12, 10, 8, 6, 4, 99999999, 14, 12, 
27, 25, 23, 21, 19, 17, 19, 21, 23, 25, 27, 29, 31, 33, 35, 37, 39, 41, 20, 22, 24, 26, 28, 20, 18, 16, 14, 16, 18, 20, 22, 24, 26, 16, 14, 12, 14, 16, 18, 20, 22, 24, 14, 12, 10, 12, 14, 16, 18, 20, 22, 12, 10, 8, 10, 12, 14, 16, 18, 20, 10, 8, 6, 8, 10, 12, 14, 16, 18, 8, 6, 4, 6, 8, 10, 12, 14, 16, 10, 8, 6, 4, 2, 4, 6, 8, 10, 12, 14, 99999999, 4, 
29, 27, 25, 23, 21, 19, 17, 19, 21, 23, 25, 27, 29, 31, 33, 35, 37, 39, 18, 20, 22, 24, 26, 22, 20, 18, 16, 14, 16, 18, 20, 22, 24, 18, 16, 14, 12, 14, 16, 18, 20, 22, 16, 14, 12, 10, 12, 14, 16, 18, 20, 14, 12, 10, 8, 10, 12, 14, 16, 18, 12, 10, 8, 6, 8, 10, 12, 14, 16, 10, 8, 6, 4, 6, 8, 10, 12, 14, 12, 10, 8, 6, 4, 2, 4, 6, 8, 10, 12, 4, 99999999, 
