33139,0.4
33211,0.8
33321,1.8
33882,1
34068,10
35704,3.9
35785,2
35917,1.1
36346,0.5
36420,15
36852,17.9
36859,3
36979,0.2
37013,1
37015,12
37065,30
37217,3.5
37703,12
37927,0.9
38828,0.1
38890,18
39010,49
39196,3.4
39509,1
41573,42.4
41592,0.1
41703,4
42333,1
42416,2
42665,1.1
42789,0.9
42989,0.3
43260,0.8
43489,4
43619,0.6
43654,0.2
44010,1
44019,4
44325,25
44821,1
45645,4.5
45737,0.4
46160,3.9
46167,60
46450,1
46637,17.9
46781,20
47107,1
47440,19.2
47610,18
48027,8
48108,11
48233,3.5
48249,1
49104,12.7
197423,6.6
197595,12
197876,0.1
199263,14.4
199313,0.3
199354,7.4
199693,23.5
200344,18
200464,0.7
201056,3.5
201076,22
201171,0.3
201751,15
202134,0.2
202269,42.9
202365,0.1
202482,2
202834,0.8
203873,0.4
203961,35.6
204504,0.6
204552,0.1
204568,0.3
204904,1.6
205226,2
205314,34
206097,0.2
206170,3
206491,0.7
206555,1
206842,1
207590,0.9
207997,19
208211,1
208671,0
208873,2
209055,5
209660,6.7
209712,2
209817,14.6
210085,0.2
210126,6
210506,13.2
68964,1
69144,0.9
69195,0.3
69591,12
69637,22
69780,0.1
69974,2
70017,3
70074,3
70439,1.6
71061,0.6
71283,1
71338,0
71462,0.9
71463,1.5
71659,1
71803,19.4
72190,30
73047,2
73093,0.2
73614,3
74071,0.6
74669,16
74807,28
75254,5.5
75913,1.3
76124,1
76173,19.4
76574,1
76605,0.4
76617,12
78072,30.6
78203,18
79011,1.3
79071,1
79152,0.8
79185,0.2
79216,10
79416,1.5
79462,42
79589,1
79757,1
79906,1
79926,4
80009,1.6
80063,0.9
80949,8.5
81139,0.8
81445,0.4
82397,0.2
82591,0.9
82980,0.8
83259,1.2
83378,20.2
83694,3.4
83959,0.6
84404,0.5
157572,1
157738,1.5
158105,18.5
158986,5.3
159559,4.4
159800,4.9
160108,20
160358,21.7
160643,0.3
161158,1
161440,20
161465,9.7
162146,14
162668,7.2
163793,6
164119,0.2
164130,20
164218,4
164267,6.2
164403,3.2
164851,1.2
164866,1
164869,6.6
165569,10.9
165643,27
168417,13.2
169165,1.5
169186,6
169253,25.1
169413,0.4
170043,1
170399,0.9
170866,2.3
171232,2.4
171441,10
171693,0.4
172400,0.5
172650,16.6
172673,17.7
173177,4.2
173708,0.1
174656,1.1
174864,0.7
175182,18
175320,1
121736,65.9
121955,0.1
122165,11.2
122835,3.5
122868,2
123000,3.2
123025,9
123432,1.5
123561,0.8
124480,3
124891,1
125421,0.4
125557,0.4
125920,0.2
128775,6
128932,7
130144,1
130262,3
131343,0.2
131345,0.8
131367,0.2
131493,15
131928,1
131999,3
132214,0.5
132324,0.5
132401,0.2
132675,2.5
132911,2
134456,31
134712,2.2
135298,0.3
135351,11
135359,0.1
137209,6
137642,1
138246,1.2
138302,0.1
138417,1.4
138570,0.6
138874,29.8
139078,56
139243,2.6
139422,53.6
139425,1
139528,1.4
139609,42
140178,3
140248,2
140938,2
142418,1.3
142519,1
216085,0.7
219537,1
220042,7.1
220637,17.5
221069,3.2
221702,0.4
221761,28.4
222114,1
222246,0.8
222993,2
223053,1
223401,0.5
223636,10.4
223893,6.6
224207,15.7
224536,0.1
224747,1
224866,17
225376,7
225399,7
225656,1.1
226074,2.7
226705,0.1
226870,0.6
227382,40
227548,3.3
227562,10
227750,2.8
228008,1.3
228303,0.6
231281,2.9
231856,0.1
231892,0.1
231895,0.1
232642,1.5
232769,6.5
232930,1.5
233653,5
346019,5
346440,6.3
346510,10
346916,1
347229,0.7
142893,0.1
143785,3
144724,15
145211,1
145323,0.2
145592,0.7
146341,3.9
146424,0.2
146980,17.5
148525,12
149012,1.5
149044,0.1
149114,0.5
149353,3
149543,21.7
149826,0.3
150466,0.6
150642,2
151072,1.5
151387,5.1
152314,1.3
153151,0.4
153195,22
153988,7.7
154147,0.1
155233,1.1
121443,1
121513,0.8
122087,0.5
122305,4.8
122382,1
122807,1.2
123038,1.5
123116,10.7
123254,1
123785,1.2
123898,0.6
123906,0.2
124079,6.3
124542,4.8
124562,4.4
124767,0.5
125567,3.8
126073,3
126753,5
127280,1
129342,2
129384,0.1
129755,0.1
129976,24
130094,27.8
130153,9
130303,0.5
130933,8.3
131088,1
131296,0.1
131464,2
131476,6
131627,1.1
132087,13.5
132292,1.9
132342,0.5
132577,0.1
132874,5.5
132940,0.4
133104,1.3
133135,0.8
133150,1
133668,5
133670,65
133814,2.5
134701,0.1
137032,24
137192,13.7
138064,42
138112,1.7
138498,1
138599,3.5
138719,0.2
139300,1
139396,6
139891,4
140516,5
142409,0.2
215007,3.4
215297,0.1
219265,2.9
219501,13.2
219882,3.2
220312,1.5
220432,1
220933,5
221153,20
221380,0.1
221476,0.1
221663,0.1
221777,17
221849,0.9
222139,2
222746,33.8
222805,16
222889,2
222947,0.2
223039,51.3
224029,13.5
224178,24
224633,2.8
224961,27
225052,2
225057,2
225087,0.4
225800,22.1
227107,1.3
227118,2.4
227859,0.4
228310,3
69466,1
69500,0.5
69522,18
70268,0.2
70295,25
70703,4
70993,0.1
71035,13
71447,20.5
71861,2
72362,0.6
72830,2
72908,2.5
73398,1.2
74457,16.5
74590,16
74994,1
155372,0.1
155389,0.8
155550,2.5
155967,17.5
156723,11.1
156855,1
177765,1
179345,0.1
179420,19.6
179895,10
179994,0.3
180666,15.5
180892,21.3
180910,5.5
181300,0
181715,2.4
181779,0.7
182290,2
182566,27.8
182818,0.7
182914,135.9
183238,0.9
183415,1.3
184312,0.3
184921,0.4
184970,12
185354,0.4
185439,2
185674,1.1
185948,2.9
187816,2
188558,0
188847,2
189098,1.4
190441,1
190573,11
190861,48
190929,6.6
193380,0.4
193389,0.9
193500,0.8
193524,2.8
193656,35
193885,4.1
193930,1.9
193994,5.8
194273,0.9
194358,28
195461,1
196565,14.3
196669,0.2
255303,11.7
255333,18.3
255483,1.1
255804,0.4
255913,2.4
255931,0.4
256672,2
257244,1
257498,17.6
257581,0.1
257609,1.1
257717,9.5
257980,17.7
258147,1
258762,4.8
258806,1.2
258865,1
260048,5.7
260347,2
260356,1.4
261143,0.5
261334,18
262324,11
262450,9
361498,0.4
361565,1
149,15.4
160,0.9
364,0.1
563,0.1
850,9
912,0.5
1210,1
1375,4.1
1469,0.1
1683,0.7
2671,0.4
2928,1
3054,18
3292,13.2
3358,42
3992,42
4268,0.5
4294,0.4
4568,0.1
4851,4
4954,37
5149,0.8
5311,22
5535,7
5697,0.1
6380,1
6738,1
6949,0.3
7050,25
7095,0.2
121634,0.5
121781,3
121965,13.7
121969,10.4
122346,6.6
123439,1
123495,42
123513,0.4
123699,0.4
124763,2.9
124770,2
124838,1
125416,0.5
127074,1
127158,2
128762,3
128765,0.4
128772,1
129518,0.9
129660,3
129814,32
130035,2
130174,9.6
130348,2.4
130795,1.2
131040,0.5
131676,2
132224,0.1
132615,1.2
132642,2
132684,0.1
132742,0.3
133080,25
133973,3.3
134526,4
134720,1.5
134977,1.3
135218,1
137563,0.5
137908,33.5
138330,0.1
138817,1
139409,60
139633,2.5
139642,17.6
139721,18
139867,7
139902,3
140233,2.7
140450,15.6
140562,13.2
140612,1.5
140676,5.1
214822,2.8
215072,1.3
215153,4.5
215279,0.1
215603,0.4
216000,5
216126,0.4
219149,18.6
219640,1.1
219723,12
220861,1
221283,0.3
221607,3.1
221716,18.6
221980,31
222230,3
224612,20
224671,0.1
224772,1.5
224870,0.5
224960,1.8
224996,12.3
225006,0.7
225395,0.1
225434,16
225924,0.1
226063,1.5
227224,1
227756,19
228070,0.9
228510,42
228546,2.3
228606,0.5
230013,0.5
230254,2
230349,42
142647,0.3
142685,0.1
142847,1.1
143048,0.4
143214,1
143383,1
143393,0.3
143442,5
143676,12.3
144271,14.8
144534,1
145336,1
145862,4.1
146340,0.1
146696,0.4
146994,0.3
147114,0.4
147319,0.6
33334,13.5
33361,3
33818,1.5
34054,4.8
35770,0.2
35834,0.9
36135,0.7
36274,0.7
36768,0.1
36832,0.7
36919,16
37034,1
37231,16.9
37253,5.6
38588,6
38895,12.8
38985,1
39001,0.8
39463,3
41537,3
41565,1.3
41770,4
41880,2
42452,0.7
42950,16.3
43692,2.2
43797,10
43897,3.2
44015,11.5
44094,1
44925,11
45186,18
45356,2
45661,14.5
45676,1.7
45707,19.2
45845,2.4
46301,0.1
46469,32
46551,0.3
46600,5.9
46659,2
46839,0.5
46893,2.1
47516,28
47600,2.5
47804,1
48473,0.7
49448,1
49550,1.5
49630,1.1
197052,2.1
197069,1
197132,0.4
197619,2.4
197909,0.4
198056,20
198159,2
198993,3.1
199504,0.7
199845,3.5
200019,2.6
200424,0.9
200466,6
200566,1
200671,2
201042,9.5
201057,2.5
201909,5.1
201927,8.8
202088,4.5
202356,3.2
202577,3
202613,0.6
202627,0.6
203902,60
203977,36.1
204594,3.2
204845,16.5
204903,35
205236,0.6
206756,4.8
207086,2.4
207196,13.2
207287,2.2
207875,0.4
208237,5.9
208869,1
209417,0.5
210819,135.9
210953,2.4
211322,1.4
211596,0.9
211701,0.1
212239,2
212677,3.3
121596,0.3
121779,15.4
121789,2
121936,0.2
122123,0.4
123251,7
123316,40
124116,0.4
124543,10
124718,2.8
124841,2
75192,0.4
75285,0.4
75489,16.3
75578,3
75743,2.7
75798,2
75928,1.8
76137,20
78097,35
78226,0.8
78253,22.7
78552,2.4
78611,16
78881,11
78951,1
79568,30.3
79685,2.6
79897,1
80780,1.6
80878,3
81655,1.4
81677,11
82326,0.5
83055,4.9
83108,1
83403,1
83472,19.5
83512,0
83813,4.4
84397,0.5
157617,0.1
158183,10.1
158569,0.3
159120,0.6
159464,2
160411,30
161363,0.5
161426,0.1
161585,20
161854,3.2
162374,0.5
162525,0.4
163136,3.9
163372,0.4
163455,4.3
163715,0.4
164139,4
164460,22.9
164501,1.8
165033,1
165072,7.8
165560,2.8
168624,20
169023,0.1
169024,18
169155,1.1
169387,5
169562,3
169718,28.8
169816,7
169983,4.5
170123,2
170758,0.4
171311,42
171463,0.2
171628,1.1
172022,0.5
172331,0.7
172488,18
172605,19.5
173070,5.8
173188,2.1
173604,42
174026,1.2
174399,14
174643,0.5
174698,7
175024,0.1
175038,1.2
175199,16.5
175302,0.3
175374,18
33543,0.3
33636,0.7
33740,0.7
33888,0.5
35635,4
35758,16
36399,13.2
36442,1.3
36727,3.5
37289,3
37301,25
37513,0.1
37819,1
38197,0.7
38399,15.4
38474,45.3
39479,0.1
41514,8.6
41583,0.2
41675,0.2
41848,0.4
42204,2.2
42210,0.4
42307,0.8
42460,0.1
7365,16
7371,4.5
8380,9
8475,46
8777,10
9006,0.3
9658,1
10035,8
10255,0.2
10486,18.4
10967,0.2
11233,0.5
11547,9.3
11621,1.5
12275,0.7
12302,0.6
12407,8
12430,28
12435,0.7
12768,20
13224,5.2
13621,1.2
13671,5.5
16480,2.3
16644,1.4
16742,4.2
16936,1
17573,2.5
17879,35.5
17984,2
18481,0.1
19329,0.2
19459,0.4
19772,0.2
19942,0.1
20219,1.5
20599,2.2
20710,0.7
21502,0.7
21547,15.4
21860,10
21982,0.4
21998,4
22503,0.3
22677,1.1
22975,3
23014,0.1
23239,30
23243,4.1
23325,30
23737,1
24094,2
24181,7.7
24557,24.2
24976,0.1
25235,14.5
25273,0.1
25294,4
27525,6.8
27597,7
27662,25
27962,7
28064,1
28995,0.4
29253,0.2
29504,20
29653,5.6
29889,1.8
29897,1
103991,2.3
105208,2
105391,5.4
105959,3.8
106169,3
106233,6.6
107072,1.2
107334,1.8
108038,0.1
108082,4.1
108100,8.5
108897,44.8
108944,1
109026,1.4
109171,18
109446,1.5
109563,0.4
109819,2
109866,0.1
110298,0.1
110719,24.4
110814,0.4
110980,0.4
111055,1.1
111097,0.1
113014,0.8
113022,1.5
113470,23.2
113500,2.3
113502,2.3
113554,0.9
113717,0.9
114145,0.1
114397,4.9
114463,0.7
118061,1
119265,135.9
119556,8
69011,20.1
69042,0.5
69935,10.1
69937,31
70270,1.7
70480,0.1
71691,1.3
71769,0.4
72051,3
72311,23
72533,1
72674,1.7
73244,1.4
73446,0.3
73685,1.4
73804,43
73909,16
74412,17.5
74744,0.1
74809,9.7
74890,0.1
74906,0.9
74957,17.6
75118,21.6
75143,20
75790,4.1
78332,6
78794,0.1
79354,1
79360,0.6
79372,1.2
79586,0.8
80562,10
80973,16
81542,0.4
81550,3
81612,0.7
81671,0.1
82166,4.3
82205,15.4
82766,5
82792,3
83111,0.2
83395,0.6
83432,12
83494,0.4
83590,0.1
83701,2.6
157722,0.1
158025,4.2
158099,0.1
158117,4.5
158649,3
158864,3
158914,2.5
159392,1.5
159397,65
159698,10
160041,13.2
160223,0.1
160308,9.5
160327,1
160474,0.1
160764,5
161414,5.3
161509,2
161714,6.6
161903,0.1
163048,6.6
163074,1
163076,0.4
163530,1
163978,0.5
164553,16
164618,3
164868,0.8
164964,1.3
165085,1.5
165196,1
168405,2
168738,3.2
169657,0.4
169834,0.1
169930,3
170059,0.9
170607,2.6
170823,1.1
170901,5
171466,1
171648,24.1
171923,3
172091,0.6
173016,14
173638,3
174214,15
174635,1
175514,29.9
176069,1
176415,0.5
176785,9
33148,6
33212,40
34004,4.8
35948,1.4
36126,9
36611,0.4
36971,0.6
147740,2.6
147969,60
148403,1.6
148444,0.1
148773,1.8
149087,3
150052,6
150331,13
151501,0.8
152038,10.1
152541,4
152774,0.5
153073,2.7
153149,1
153344,1
153403,2
153673,6.6
153795,0.1
153876,6
154163,4.1
154249,4.9
155328,0.1
155487,27.1
155753,10.8
156333,1
156725,0.7
156876,0.8
156886,27
157029,2
157222,0.4
